"Date","Open","High","Low","Close","Volume","Adj Close"
2004-11-17 01:00:00,169,178,169,172.5,18132900,172.5
2004-11-18 01:00:00,170,174,166,167.54,16629600,167.54
2004-11-19 01:00:00,169,170,167,169.4,8769300,169.4
2004-11-22 01:00:00,164,170,161,165.1,12368200,165.1
2004-11-23 01:00:00,168,171,167,167.52,12413300,167.52
2004-11-24 01:00:00,175,177,173,174.76,15281000,174.76
2004-11-26 01:00:00,176,180,175,179.39,6480100,179.39
2004-11-29 01:00:00,180,183,178,181.05,10666600,181.05
2004-11-30 01:00:00,181,183,180,181.98,7700000,181.98
2004-12-01 01:00:00,182,183,180,179.96,7864100,179.96
2004-12-02 01:00:00,180,182,179,179.4,6260900,179.4
2004-12-03 01:00:00,180,181,178,180.4,5869200,180.4
2004-12-06 01:00:00,179,181,176,176.29,6254000,176.29
2004-12-07 01:00:00,176,176,171,171.43,6870900,171.43
2004-12-08 01:00:00,170,174,169,169.98,7541800,169.98
2004-12-09 01:00:00,170,174,168,173.43,7654000,173.43
2004-12-10 01:00:00,173,175,171,171.65,4317200,171.65
2004-12-13 01:00:00,172,173,169,170.45,4818600,170.45
2004-12-14 01:00:00,171,179,170,178.69,11088400,178.69
2004-12-15 01:00:00,178,181,177,179.78,11471000,179.78
2004-12-16 01:00:00,177,180,176,176.47,8572800,176.47
2004-12-17 01:00:00,177,181,177,180.08,7386200,180.08
2004-12-20 01:00:00,182,188,182,185.02,9834500,185.02
2004-12-21 01:00:00,186,188,183,183.75,5516300,183.75
2004-12-22 01:00:00,184,187,183,186.3,3907000,186.3
2004-12-23 01:00:00,187,189,186,187.9,3614600,187.9
2004-12-27 01:00:00,189,193,189,191.91,6104100,191.91
2004-12-28 01:00:00,192,194,191,192.76,4145800,192.76
2004-12-29 01:00:00,192,194,192,192.9,2678100,192.9
2004-12-30 01:00:00,193,198,192,197.6,5904300,197.6
2004-12-31 01:00:00,199,200,193,192.79,7668500,192.79
2005-01-03 01:00:00,197,204,195,202.71,15844200,202.71
2005-01-04 01:00:00,201,203,193,194.5,13755900,194.5
2005-01-05 01:00:00,193,197,192,193.51,8236600,193.51
2005-01-06 01:00:00,195,196,188,188.55,10387100,188.55
2005-01-07 01:00:00,191,194,189,193.85,9662900,193.85
2005-01-10 01:00:00,195,198,192,195.06,7539600,195.06
2005-01-11 01:00:00,196,198,193,193.54,6958700,193.54
2005-01-12 01:00:00,194,196,191,195.38,8177800,195.38
2005-01-13 01:00:00,195,197,194,195.33,6849400,195.33
2005-01-14 01:00:00,196,200,194,199.97,9640300,199.97
2005-01-18 01:00:00,201,205,199,203.9,13172600,203.9
2005-01-19 01:00:00,205,205,197,197.3,11257700,197.3
2005-01-20 01:00:00,193,196,192,193.92,9001600,193.92
2005-01-21 01:00:00,195,195,188,188.28,9258400,188.28
2005-01-24 01:00:00,189,189,180,180.72,14022700,180.72
2005-01-25 01:00:00,182,182,176,177.12,10659200,177.12
2005-01-26 01:00:00,179,189,179,189.24,12307900,189.24
2005-01-27 01:00:00,189,189,185,188.08,6627400,188.08
2005-01-28 01:00:00,190,195,186,190.34,12208200,190.34
2005-01-31 01:00:00,194,196,192,195.62,9596700,195.62
2005-02-01 01:00:00,194,197,191,191.9,18839000,191.9
2005-02-02 01:00:00,216,217,204,205.96,32799300,205.96
2005-02-03 01:00:00,206,213,206,210.86,12988100,210.86
2005-02-04 01:00:00,206,208,203,204.36,14819300,204.36
2005-02-07 01:00:00,205,206,196,196.03,12960400,196.03
2005-02-08 01:00:00,197,200,195,198.64,11480000,198.64
2005-02-09 01:00:00,201,202,189,191.58,17171500,191.58
2005-02-10 01:00:00,192,192,185,187.98,18982700,187.98
2005-02-11 01:00:00,187,192,186,187.4,13116000,187.4
2005-02-14 01:00:00,183,193,181,192.99,38562200,192.99
2005-02-15 01:00:00,194,200,193,195.23,25782800,195.23
2005-02-16 01:00:00,195,199,194,198.41,16532300,198.41
2005-02-17 01:00:00,198,200,197,197.9,10414400,197.9
2005-02-18 01:00:00,199,199,197,197.95,8485900,197.95
2005-02-22 01:00:00,197,199,190,191.37,13483700,191.37
2005-02-23 01:00:00,193,194,189,193.95,15586000,193.95
2005-02-24 01:00:00,183,190,182,188.89,25814300,188.89
2005-02-25 01:00:00,189,190,186,185.87,9973500,185.87
2005-02-28 01:00:00,186,190,186,187.99,7818400,187.99
2005-03-01 01:00:00,189,190,182,186.06,9311200,186.06
2005-03-02 01:00:00,186,188,184,185.18,7285500,185.18
2005-03-03 01:00:00,186,188,184,187.01,7608600,187.01
2005-03-04 01:00:00,187,187,185,185.9,6774100,185.9
2005-03-07 01:00:00,188,190,187,188.81,8667400,188.81
2005-03-08 01:00:00,189,190,185,185.2,8046100,185.2
2005-03-09 01:00:00,184,185,180,181.35,11360400,181.35
2005-03-10 01:00:00,181,181,177,179.98,10960500,179.98
2005-03-11 01:00:00,180,181,177,177.8,8028300,177.8
2005-03-14 01:00:00,178,178,173,174.99,11146600,174.99
2005-03-15 01:00:00,175,180,174,178.61,10422100,178.61
2005-03-16 01:00:00,177,179,175,175.6,7106300,175.6
2005-03-17 01:00:00,177,180,176,179.29,8260600,179.29
2005-03-18 01:00:00,179,180,178,180.04,7090000,180.04
2005-03-21 01:00:00,179,182,177,180.88,7483700,180.88
2005-03-22 01:00:00,181,182,178,178.6,5631700,178.6
2005-03-23 01:00:00,178,180,178,178.98,4845000,178.98
2005-03-24 01:00:00,181,181,179,179.25,3705200,179.25
2005-03-28 02:00:00,182,185,181,181.42,8738000,181.42
2005-03-29 02:00:00,181,183,178,179.57,6473000,179.57
2005-03-30 02:00:00,181,181,180,180.45,6236100,180.45
2005-03-31 02:00:00,178,181,178,180.51,6768600,180.51
2005-04-01 02:00:00,182,183,180,180.04,6182000,180.04
2005-04-04 02:00:00,180,185,180,185.29,8076400,185.29
2005-04-05 02:00:00,188,190,188,188.57,8736700,188.57
2005-04-06 02:00:00,189,190,188,189.22,5252600,189.22
2005-04-07 02:00:00,189,195,189,193.76,9692200,193.76
2005-04-08 02:00:00,194,195,191,192.05,5116600,192.05
2005-04-11 02:00:00,193,195,192,193.23,5410500,193.23
2005-04-12 02:00:00,193,194,189,193.96,7319600,193.96
2005-04-13 02:00:00,193,194,190,192.93,6555800,192.93
2005-04-14 02:00:00,193,194,190,191.45,6152700,191.45
2005-04-15 02:00:00,190,190,185,185.0,11577400,185.0
2005-04-18 02:00:00,185,188,183,186.97,6550300,186.97
2005-04-19 02:00:00,189,192,188,191.4,8430000,191.4
2005-04-20 02:00:00,199,201,196,198.1,15451500,198.1
2005-04-21 02:00:00,200,205,199,204.22,17751900,204.22
2005-04-22 02:00:00,223,224,214,215.81,33205100,215.81
2005-04-25 02:00:00,218,225,218,223.53,19840000,223.53
2005-04-26 02:00:00,220,222,218,218.75,17272000,218.75
2005-04-27 02:00:00,218,221,217,219.78,10264800,219.78
2005-04-28 02:00:00,220,222,218,219.45,8682800,219.45
2005-04-29 02:00:00,222,222,218,220.0,9170200,220.0
2005-05-02 02:00:00,222,224,220,222.29,9767400,222.29
2005-05-03 02:00:00,222,228,221,226.19,17780200,226.19
2005-05-04 02:00:00,227,230,227,228.5,12083500,228.5
2005-05-05 02:00:00,229,229,226,226.98,7509600,226.98
2005-05-06 02:00:00,228,229,226,228.02,6763900,228.02
2005-05-09 02:00:00,228,229,225,226.02,5536800,226.02
2005-05-10 02:00:00,225,228,225,227.8,6345800,227.8
2005-05-11 02:00:00,229,232,228,231.29,11478800,231.29
2005-05-12 02:00:00,231,232,228,228.72,8948200,228.72
2005-05-13 02:00:00,229,231,227,229.24,7415500,229.24
2005-05-16 02:00:00,230,232,229,231.05,5681400,231.05
2005-05-17 02:00:00,231,233,230,233.13,7808900,233.13
2005-05-18 02:00:00,234,240,234,239.16,12312000,239.16
2005-05-19 02:00:00,240,241,238,239.18,9716500,239.18
2005-05-20 02:00:00,241,242,240,241.61,8163500,241.61
2005-05-23 02:00:00,243,258,243,255.45,21388300,255.45
2005-05-24 02:00:00,257,265,254,256.0,29043100,256.0
2005-05-25 02:00:00,253,261,251,260.81,18057900,260.81
2005-05-26 02:00:00,261,264,258,259.2,13546600,259.2
2005-05-27 02:00:00,260,266,259,266.0,12184100,266.0
2005-05-31 02:00:00,269,278,269,277.27,22236800,277.27
2005-06-01 02:00:00,283,293,282,288.0,35191700,288.0
2005-06-02 02:00:00,289,290,285,287.9,17974100,287.9
2005-06-03 02:00:00,287,289,277,280.26,18782300,280.26
2005-06-06 02:00:00,282,294,282,290.94,22525900,290.94
2005-06-07 02:00:00,297,300,290,293.12,24323000,293.12
2005-06-08 02:00:00,293,293,278,279.56,25700900,279.56
2005-06-09 02:00:00,285,289,281,286.31,16441100,286.31
2005-06-10 02:00:00,287,287,280,282.5,12696600,282.5
2005-06-13 02:00:00,280,284,277,282.75,12803200,282.75
2005-06-14 02:00:00,279,281,278,278.35,10091900,278.35
2005-06-15 02:00:00,275,277,267,274.8,20883100,274.8
2005-06-16 02:00:00,274,278,273,277.44,12462400,277.44
2005-06-17 02:00:00,279,280,276,280.3,10434400,280.3
2005-06-20 02:00:00,276,288,272,286.7,21024700,286.7
2005-06-21 02:00:00,288,290,285,287.84,15132300,287.84
2005-06-22 02:00:00,290,292,289,289.3,10474000,289.3
2005-06-23 02:00:00,288,295,287,289.71,14056400,289.71
2005-06-24 02:00:00,291,298,290,297.25,17771200,297.25
2005-06-27 02:00:00,299,304,294,304.1,17802900,304.1
2005-06-28 02:00:00,306,309,302,302.0,19036500,302.0
2005-06-29 02:00:00,303,304,292,292.72,18298700,292.72
2005-06-30 02:00:00,294,299,291,294.15,15094400,294.15
2005-07-01 02:00:00,295,296,289,291.25,9227600,291.25
2005-07-05 02:00:00,292,296,290,295.71,7494000,295.71
2005-07-06 02:00:00,297,298,291,291.52,8000300,291.52
2005-07-07 02:00:00,289,296,289,295.54,10672100,295.54
2005-07-08 02:00:00,296,298,294,296.23,7457600,296.23
2005-07-11 02:00:00,296,297,291,293.35,8390300,293.35
2005-07-12 02:00:00,293,294,291,291.78,5864900,291.78
2005-07-13 02:00:00,293,299,292,298.86,11437900,298.86
2005-07-14 02:00:00,305,307,300,300.89,10667700,300.89
2005-07-15 02:00:00,301,303,300,301.19,8438400,301.19
2005-07-18 02:00:00,300,302,298,299.54,6207800,299.54
2005-07-19 02:00:00,302,310,302,309.9,12621400,309.9
2005-07-20 02:00:00,306,313,302,312.0,14310400,312.0
2005-07-21 02:00:00,314,318,311,313.94,19789400,313.94
2005-07-22 02:00:00,306,309,296,302.4,23386800,302.4
2005-07-25 02:00:00,302,303,295,295.85,9658800,295.85
2005-07-26 02:00:00,295,298,292,296.09,9816900,296.09
2005-07-27 02:00:00,298,298,292,296.93,7217900,296.93
2005-07-28 02:00:00,297,297,293,293.5,5925600,293.5
2005-07-29 02:00:00,292,293,287,287.76,8363300,287.76
2005-08-01 02:00:00,288,293,288,291.61,5662400,291.61
2005-08-02 02:00:00,292,300,291,299.19,7290200,299.19
2005-08-03 02:00:00,298,300,296,297.3,5930600,297.3
2005-08-04 02:00:00,296,299,295,297.73,5236500,297.73
2005-08-05 02:00:00,298,299,291,292.35,5939700,292.35
2005-08-08 02:00:00,294,296,290,291.25,4481800,291.25
2005-08-09 02:00:00,292,293,289,291.57,5779300,291.57
2005-08-10 02:00:00,291,292,285,285.68,6879000,285.68
2005-08-11 02:00:00,286,287,281,284.05,7514900,284.05
2005-08-12 02:00:00,283,290,282,289.72,6585900,289.72
2005-08-15 02:00:00,290,293,284,284.0,8174700,284.0
2005-08-16 02:00:00,285,288,283,285.65,7109200,285.65
2005-08-17 02:00:00,286,287,284,285.1,3883300,285.1
2005-08-18 02:00:00,276,281,275,279.99,11872800,279.99
2005-08-19 02:00:00,281,281,280,280.0,5542900,280.0
2005-08-22 02:00:00,281,281,273,274.01,6813000,274.01
2005-08-23 02:00:00,276,280,274,279.58,5821700,279.58
2005-08-24 02:00:00,278,285,276,282.57,8593100,282.57
2005-08-25 02:00:00,283,284,280,282.59,4376600,282.59
2005-08-26 02:00:00,283,285,283,283.58,3755300,283.58
2005-08-29 02:00:00,282,289,282,288.45,5903000,288.45
2005-08-30 02:00:00,287,290,286,287.27,4792000,287.27
2005-08-31 02:00:00,288,289,284,286.0,5034000,286.0
2005-09-01 02:00:00,286,288,285,286.25,2742100,286.25
2005-09-02 02:00:00,287,290,286,288.45,3434500,288.45
2005-09-06 02:00:00,289,289,287,287.11,4212300,287.11
2005-09-07 02:00:00,286,296,285,294.87,7499500,294.87
2005-09-08 02:00:00,295,299,293,295.39,6613300,295.39
2005-09-09 02:00:00,297,299,297,299.09,4390500,299.09
2005-09-12 02:00:00,302,311,301,309.74,10386500,309.74
2005-09-13 02:00:00,309,316,306,311.68,10299900,311.68
2005-09-14 02:00:00,309,313,300,303.0,11275800,303.0
2005-09-15 02:00:00,300,307,298,302.62,15466200,302.62
2005-09-16 02:00:00,304,305,300,300.2,7579800,300.2
2005-09-19 02:00:00,301,306,301,303.79,5761900,303.79
2005-09-20 02:00:00,306,311,305,307.91,9351000,307.91
2005-09-21 02:00:00,308,314,306,311.9,10119700,311.9
2005-09-22 02:00:00,312,319,310,311.37,13006400,311.37
2005-09-23 02:00:00,313,317,313,315.36,8483800,315.36
2005-09-26 02:00:00,320,321,313,314.28,9894400,314.28
2005-09-27 02:00:00,315,318,313,313.94,6873100,313.94
2005-09-28 02:00:00,314,315,306,306.0,7997400,306.0
2005-09-29 02:00:00,307,311,306,309.62,5613800,309.62
2005-09-30 02:00:00,314,318,312,316.46,9151300,316.46
2005-10-03 02:00:00,314,320,313,318.68,9160300,318.68
2005-10-04 02:00:00,320,321,311,311.0,9144300,311.0
2005-10-05 02:00:00,313,315,308,310.71,8328400,310.71
2005-10-06 02:00:00,314,314,310,312.75,7993800,312.75
2005-10-07 02:00:00,315,317,311,312.99,6770300,312.99
2005-10-10 02:00:00,313,315,309,310.65,5572200,310.65
2005-10-11 02:00:00,311,313,305,306.1,8542600,306.1
2005-10-12 02:00:00,305,307,299,300.97,9306200,300.97
2005-10-13 02:00:00,302,302,291,297.44,10567700,297.44
2005-10-14 02:00:00,300,300,293,296.14,8519100,296.14
2005-10-17 02:00:00,298,305,295,305.0,7566700,305.0
2005-10-18 02:00:00,305,308,303,303.28,7077800,303.28
2005-10-19 02:00:00,304,310,304,308.7,7010700,308.7
2005-10-20 02:00:00,310,311,301,303.2,13911700,303.2
2005-10-21 02:00:00,346,346,333,339.9,22892400,339.9
2005-10-24 02:00:00,343,349,342,348.65,9431700,348.65
2005-10-25 02:00:00,346,347,343,346.91,6878300,346.91
2005-10-26 02:00:00,346,356,346,355.44,8907500,355.44
2005-10-27 02:00:00,357,357,352,353.06,5134400,353.06
2005-10-28 02:00:00,355,359,355,358.17,5903500,358.17
2005-10-31 01:00:00,360,375,360,372.14,14342900,372.14
2005-11-01 01:00:00,372,384,369,379.38,16356100,379.38
2005-11-02 01:00:00,382,385,377,379.68,10565400,379.68
2005-11-03 01:00:00,382,387,381,385.95,7448400,385.95
2005-11-04 01:00:00,390,392,385,390.43,8824900,390.43
2005-11-07 01:00:00,395,397,392,395.03,9591500,395.03
2005-11-08 01:00:00,394,396,389,389.9,7897500,389.9
2005-11-09 01:00:00,387,388,378,379.15,10466900,379.15
2005-11-10 01:00:00,378,391,377,391.1,9128700,391.1
2005-11-11 01:00:00,395,397,389,390.4,7063900,390.4
2005-11-14 01:00:00,392,398,392,396.97,7807900,396.97
2005-11-15 01:00:00,394,397,391,392.8,8624900,392.8
2005-11-16 01:00:00,396,399,394,398.15,8695200,398.15
2005-11-17 01:00:00,402,404,400,403.45,9212200,403.45
2005-11-18 01:00:00,403,405,400,400.21,7025700,400.21
2005-11-21 01:00:00,399,410,393,409.36,10335100,409.36
2005-11-22 01:00:00,409,417,406,416.47,9596000,416.47
2005-11-23 01:00:00,417,425,416,422.86,10085000,422.86
2005-11-25 01:00:00,426,429,425,428.62,4840100,428.62
2005-11-28 01:00:00,430,431,422,423.48,11008400,423.48
2005-11-29 01:00:00,424,426,402,403.54,21495800,403.54
2005-11-30 01:00:00,404,408,396,404.91,15596600,404.91
2005-12-01 01:00:00,409,415,408,414.09,9744900,414.09
2005-12-02 01:00:00,417,420,414,417.7,7543500,417.7
2005-12-05 01:00:00,417,418,404,405.85,10289400,405.85
2005-12-06 01:00:00,409,416,402,404.54,15114700,404.54
2005-12-07 01:00:00,406,407,399,404.22,11665900,404.22
2005-12-08 01:00:00,405,411,403,410.65,8910100,410.65
2005-12-09 01:00:00,415,416,409,409.2,7643400,409.2
2005-12-12 01:00:00,415,415,410,412.61,6950100,412.61
2005-12-13 01:00:00,413,418,412,417.49,8157000,417.49
2005-12-14 01:00:00,417,420,415,418.96,6630400,418.96
2005-12-15 01:00:00,419,423,417,422.55,6045800,422.55
2005-12-16 01:00:00,425,433,423,430.15,16330500,430.15
2005-12-19 01:00:00,432,446,420,424.6,21936800,424.6
2005-12-20 01:00:00,428,432,425,429.74,10084700,429.74
2005-12-21 01:00:00,434,437,421,426.33,11221900,426.33
2005-12-22 01:00:00,432,433,426,432.04,7546600,432.04
2005-12-23 01:00:00,432,433,429,430.93,4595100,430.93
2005-12-27 01:00:00,432,432,423,424.64,6702800,424.64
2005-12-28 01:00:00,424,428,421,426.69,7117900,426.69
2005-12-29 01:00:00,428,429,419,420.15,6945800,420.15
2005-12-30 01:00:00,417,418,414,414.86,7587100,414.86
2006-01-03 01:00:00,423,436,418,435.23,13121200,435.23
2006-01-04 01:00:00,444,449,440,445.24,15286400,445.24
2006-01-05 01:00:00,446,452,442,451.24,10808300,451.24
2006-01-06 01:00:00,457,471,453,465.66,17756900,465.66
2006-01-09 01:00:00,466,473,461,466.9,12791900,466.9
2006-01-10 01:00:00,464,470,462,469.76,9097100,469.76
2006-01-11 01:00:00,471,475,469,471.63,9007400,471.63
2006-01-12 01:00:00,474,475,462,463.63,10125300,463.63
2006-01-13 01:00:00,464,467,462,466.25,7656600,466.25
2006-01-17 01:00:00,463,470,463,467.11,8270300,467.11
2006-01-18 01:00:00,447,457,443,444.91,20485700,444.91
2006-01-19 01:00:00,451,453,433,436.45,14537300,436.45
2006-01-20 01:00:00,439,440,395,399.46,41116700,399.46
2006-01-23 01:00:00,407,428,406,427.5,22741400,427.5
2006-01-24 01:00:00,436,445,434,443.03,15464600,443.03
2006-01-25 01:00:00,451,454,429,433.0,18739800,433.0
2006-01-26 01:00:00,440,440,424,434.27,12926100,434.27
2006-01-27 01:00:00,435,438,429,433.49,8452200,433.49
2006-01-30 01:00:00,429,433,425,426.82,8588900,426.82
2006-01-31 01:00:00,431,440,424,432.66,22066000,432.66
2006-02-01 01:00:00,389,402,388,401.78,27122500,401.78
2006-02-02 01:00:00,404,407,396,396.04,11807700,396.04
2006-02-03 01:00:00,394,394,373,381.55,18281800,381.55
2006-02-06 01:00:00,385,390,380,385.1,8940400,385.1
2006-02-07 01:00:00,383,384,363,367.92,16630200,367.92
2006-02-08 01:00:00,368,371,355,369.08,20804100,369.08
2006-02-09 01:00:00,371,374,356,358.77,11912400,358.77
2006-02-10 01:00:00,362,365,353,362.61,15223500,362.61
2006-02-13 01:00:00,347,351,342,345.7,19717800,345.7
2006-02-14 01:00:00,345,352,342,343.32,14654000,343.32
2006-02-15 01:00:00,341,346,338,342.38,12947000,342.38
2006-02-16 01:00:00,346,367,344,366.46,21315500,366.46
2006-02-17 01:00:00,370,372,364,368.75,14320200,368.75
2006-02-21 01:00:00,366,374,365,366.59,8686000,366.59
2006-02-22 01:00:00,367,369,364,365.49,6476200,365.49
2006-02-23 01:00:00,366,381,365,378.07,12551600,378.07
2006-02-24 01:00:00,377,380,373,377.4,6484300,377.4
2006-02-27 01:00:00,381,392,380,390.38,10212200,390.38
2006-02-28 01:00:00,393,398,339,362.62,39437600,362.62
2006-03-01 01:00:00,369,369,361,364.8,12061200,364.8
2006-03-02 01:00:00,364,381,362,376.45,18330300,376.45
2006-03-03 01:00:00,384,387,376,378.18,11962000,378.18
2006-03-06 01:00:00,381,383,367,368.1,8939700,368.1
2006-03-07 01:00:00,365,368,358,364.45,10378800,364.45
2006-03-08 01:00:00,354,360,351,353.88,11745600,353.88
2006-03-09 01:00:00,355,359,342,343.0,13910400,343.0
2006-03-10 01:00:00,344,345,332,337.5,19325600,337.5
2006-03-13 01:00:00,341,346,335,337.06,13642400,337.06
2006-03-14 01:00:00,337,352,333,351.16,18450700,351.16
2006-03-15 01:00:00,351,352,341,344.5,12768800,344.5
2006-03-16 01:00:00,349,349,338,338.77,10016700,338.77
2006-03-17 01:00:00,339,342,335,339.79,8551700,339.79
2006-03-20 01:00:00,342,350,342,348.19,10407600,348.19
2006-03-21 01:00:00,350,352,339,339.92,9831100,339.92
2006-03-22 01:00:00,340,344,338,340.22,7596000,340.22
2006-03-23 01:00:00,342,346,340,341.89,7434700,341.89
2006-03-24 01:00:00,369,370,363,365.8,15180600,365.8
2006-03-27 02:00:00,367,372,365,369.69,7023700,369.69
2006-03-28 02:00:00,372,378,371,377.2,8945800,377.2
2006-03-29 02:00:00,380,399,380,394.98,19027500,394.98
2006-03-30 02:00:00,389,394,384,388.44,14711700,388.44
2006-03-31 02:00:00,389,392,384,390.0,36521400,390.0
2006-04-03 02:00:00,390,392,388,389.7,8122700,389.7
2006-04-04 02:00:00,390,405,388,404.34,15715700,404.34
2006-04-05 02:00:00,408,415,403,407.99,13410500,407.99
2006-04-06 02:00:00,406,414,405,411.18,8598500,411.18
2006-04-07 02:00:00,412,413,404,406.16,7025900,406.16
2006-04-10 02:00:00,407,417,405,416.38,9320100,416.38
2006-04-11 02:00:00,416,419,406,409.66,11107200,409.66
2006-04-12 02:00:00,409,411,405,408.95,6017000,408.95
2006-04-13 02:00:00,409,410,401,402.16,6552900,402.16
2006-04-17 02:00:00,403,413,401,406.82,8259500,406.82
2006-04-18 02:00:00,408,410,402,404.24,8137600,404.24
2006-04-19 02:00:00,413,414,407,410.5,6781700,410.5
2006-04-20 02:00:00,411,416,408,415.0,12271500,415.0
2006-04-21 02:00:00,449,451,436,437.1,22551300,437.1
2006-04-24 02:00:00,439,445,437,440.5,8836400,440.5
2006-04-25 02:00:00,440,441,426,427.16,9569000,427.16
2006-04-26 02:00:00,428,430,424,425.97,7277800,425.97
2006-04-27 02:00:00,423,427,419,420.03,8337900,420.03
2006-04-28 02:00:00,419,426,416,417.94,7421300,417.94
2006-05-01 02:00:00,418,419,399,398.9,10361200,398.9
2006-05-02 02:00:00,401,402,388,394.8,13104300,394.8
2006-05-03 02:00:00,396,402,391,394.17,8072200,394.17
2006-05-04 02:00:00,395,399,392,394.75,4652000,394.75
2006-05-05 02:00:00,398,401,392,394.3,6065000,394.3
2006-05-08 02:00:00,395,397,390,394.78,5118600,394.78
2006-05-09 02:00:00,396,409,394,408.8,9140600,408.8
2006-05-10 02:00:00,408,412,402,402.98,6187200,402.98
2006-05-11 02:00:00,403,405,385,387.0,8892800,387.0
2006-05-12 02:00:00,384,385,374,374.13,10087600,374.13
2006-05-15 02:00:00,376,380,368,376.2,8590100,376.2
2006-05-16 02:00:00,376,377,370,371.3,6491100,371.3
2006-05-17 02:00:00,371,380,370,374.5,10643800,374.5
2006-05-18 02:00:00,379,382,371,370.99,5835000,370.99
2006-05-19 02:00:00,373,375,361,370.02,11398200,370.02
2006-05-22 02:00:00,368,373,365,370.95,8604400,370.95
2006-05-23 02:00:00,374,384,374,375.58,8983000,375.58
2006-05-24 02:00:00,377,383,372,381.25,9553800,381.25
2006-05-25 02:00:00,379,383,372,382.99,8194600,382.99
2006-05-26 02:00:00,385,386,380,381.35,3667000,381.35
2006-05-30 02:00:00,378,381,371,371.94,4316000,371.94
2006-05-31 02:00:00,374,378,367,371.82,7981300,371.82
